,migration_id,ver2_file_path,ver2_tree_path,ver2_signature,method_ver2
10,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,read__(String id),"public Map<String, Object> read(String id) throws ObjectSetException {
    //TODO the parent thread should read the exit command
    if (""exit"".equals(id)) {
        parent.interrupt();
        return new HashMap<String, Object>();
    }
    console.append(""CALL: read("").append(id).println("")"");
    try {
        return readConsole().asMap();
    } catch (Exception e) {
        throw new ObjectSetException(e);
    }
}"
11,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,"update__(String id, String rev, Map<String, Object> object)","public void update(String id, String rev, Map<String, Object> object) throws ObjectSetException {
    console.append(""CALL: update("").append(id).append("","").append(rev).append("","");
    if (null == object) {
        console.println(""null)"");
    } else {
        try {
            mapper.writerWithDefaultPrettyPrinter().writeValue(console, object);
            console.println("")"");
        } catch (IOException e) {
            console.append(""Input object serialization exception: "").println(e.getMessage());
        }
    }
}"
12,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,"delete__(String id, String rev)","public void delete(String id, String rev) throws ObjectSetException {
    console.append(""CALL: delete("").append(id).append("","").append(rev).println("")"");
}"
13,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,"patch__(String id, String rev, Patch patch)","public void patch(String id, String rev, Patch patch) throws ObjectSetException {
    console.append(""CALL: patch("").append(id).append("","").append(rev).println("",patch)"");
}"
14,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,"query__(String id, Map<String, Object> params)","public Map<String, Object> query(String id, Map<String, Object> params) throws ObjectSetException {
    console.append(""CALL: query("").append(id).append("","");
    if (null == params) {
        console.println(""null)"");
    } else {
        try {
            mapper.writerWithDefaultPrettyPrinter().writeValue(console, params);
            console.println("")"");
        } catch (IOException e) {
            console.append(""Input object serialization exception: "").println(e.getMessage());
        }
    }
    return null;
}"
15,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,"action__(String id, Map<String, Object> params)","public Map<String, Object> action(String id, Map<String, Object> params) throws ObjectSetException {
    console.append(""CALL: action("").append(id).append("","");
    if (null == params) {
        console.println(""null)"");
    } else {
        try {
            mapper.writerWithDefaultPrettyPrinter().writeValue(console, params);
            console.println("")"");
        } catch (IOException e) {
            console.append(""Input object serialization exception: "").println(e.getMessage());
        }
    }
    return null;
}"
16,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,getRouter__(),"private ObjectSet getRouter() {
    return router;
}"
17,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,readCommand__(),"private void readCommand() {
    Scanner in = new Scanner(keyboard);
    String command = in.nextLine();

}"
18,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,printInputHelp__(),"private void printInputHelp() {
    PrintWriter out = new PrintWriter(console);
    out.append(""router"");
    out.append(""file"");
    out.append(""console"");
    out.append(""exception"");
    out.flush();
}"
19,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,readFile__(File inputFile),"private JsonValue readFile(File inputFile) throws Exception {
    try {
        if (inputFile.exists()) {
            Object map = mapper.readValue(inputFile, Map.class);
            return new JsonValue(map);
        }
    } catch (Exception e) {
        console.format(""Error reading file: %s. Exception: %s"", inputFile.getAbsolutePath(), e.getMessage());
    }
    return new JsonValue(new HashMap());
}"
20,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,readConsole__(),"private JsonValue readConsole() throws Exception {
    StringBuilder input = new StringBuilder();
    Scanner in = new Scanner(keyboard);
    boolean dataLine = true;
    do {
        String data = in.nextLine();
        dataLine = !""."".equalsIgnoreCase(data);
        if (dataLine) {
            input.append(data);
        }
    } while (dataLine);
    Object map = mapper.readValue(input.toString(), Map.class);
    return new JsonValue(map);
}"
21,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,printExceptionHelp__(),"private void printExceptionHelp() {
    console.println(""Throw exception:"");
    console.println(""exception:BadRequestException <error message>"");
    console.println(""exception:ConflictException <error message>"");
    console.println(""exception:ForbiddenException <error message>"");
    console.println(""exception:InternalServerErrorException <error message>"");
    console.println(""exception:NotFoundException <error message>"");
    console.println(""exception:ObjectSetException <error message>"");
    console.println(""exception:PreconditionFailedException <error message>"");
    console.println(""exception:ServiceUnavailableException <error message>"");
}"
22,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,throwException__(String cmd),"private void throwException(String cmd) {
    int firstSpace = cmd.indexOf("" "");
    String exception;
    String msg = ""Default Error Message"";
    if (firstSpace > 0) {
        exception = cmd.substring(10, firstSpace);
        msg = cmd.substring(firstSpace);
    } else {
        exception = cmd.substring(10);
    }

}"
23,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/debug/InteractiveObjectSetService.java,InteractiveObjectSetService,serviceChanged__(ServiceEvent event),"@Override
public void serviceChanged(ServiceEvent event) {
    ServiceReference sr = event.getServiceReference();
    switch (event.getType()) {
        case ServiceEvent.REGISTERED: {
            router = (ObjectSet) context.getService(sr);
            break;
        }
        case ServiceEvent.MODIFIED: {
            router = (ObjectSet) context.getService(sr);
            break;
        }
        case ServiceEvent.UNREGISTERING: {
            router = null;
            break;
        }
        default:
            break;
    }
}"
24,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,RemoteObjectSetRouterService__(),"public RemoteObjectSetRouterService() throws Exception {
    //TODO load properties and create ClientResource
    clientResource = RestService.createClientResource(null);
    openidmUri = new URI(""http://localhost:8080/openidm/"");
}"
25,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,"create__(String id, Map<String, Object> object)","public void create(String id, Map<String, Object> object) throws ObjectSetException {
    //TODO fix URL and response
    clientResource.setReference(getReference(id));
    JacksonRepresentation entity = new JacksonRepresentation(object);
    //TODO Validate HeaderConstants.HEADER_IF_NONE_MATCH = ""\""*\"""";
    entity.setTag(Tag.ALL);
    Representation response = clientResource.put(entity);
    clientResource.setConditions(new Conditions());
    JacksonRepresentation<Map> _response = null;
    if (response instanceof JacksonRepresentation) {
        _response = (JacksonRepresentation<Map>) response;
    } else if (response instanceof EmptyRepresentation == false) {
        _response = new JacksonRepresentation<Map>(response, Map.class);
    }
}"
26,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,read__(String id),"public Map<String, Object> read(String id) throws ObjectSetException {
    //TODO fix URL and response
    clientResource.setReference(getReference(id));
    Representation response = clientResource.get();
    JacksonRepresentation<Map> _response = null;
    if (response instanceof JacksonRepresentation) {
        _response = (JacksonRepresentation<Map>) response;
    } else if (response instanceof EmptyRepresentation == false) {
        _response = new JacksonRepresentation<Map>(response, Map.class);
    }
    return _response == null ? null : _response.getObject();
}"
27,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,"update__(String id, String rev, Map<String, Object> object)","public void update(String id, String rev, Map<String, Object> object) throws ObjectSetException {
    //TODO fix URL and response
    clientResource.setReference(getReference(id));
    JacksonRepresentation entity = new JacksonRepresentation(object);
    //TODO Validate HeaderConstants.HEADER_IF_MATCH = rev
    entity.setTag(new Tag(rev));
    Representation response = clientResource.put(entity);
    JacksonRepresentation<Map> _response = null;
    if (response instanceof JacksonRepresentation) {
        _response = (JacksonRepresentation<Map>) response;
    } else if (response instanceof EmptyRepresentation == false) {
        _response = new JacksonRepresentation<Map>(response, Map.class);
    }
}"
28,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,"delete__(String id, String rev)","public void delete(String id, String rev) throws ObjectSetException {
    //TODO fix URL and response
    clientResource.setReference(getReference(id));
    Object o = clientResource.getRequest().getAttributes().get(HeaderConstants.ATTRIBUTE_HEADERS);
    Form headers = o instanceof Form ? (Form) o : new Form();
    headers.add(HeaderConstants.HEADER_IF_MATCH, rev);
    clientResource.getRequest().getAttributes().put(HeaderConstants.ATTRIBUTE_HEADERS, headers);
    Representation response = clientResource.delete();
    clientResource.setConditions(new Conditions());
    JacksonRepresentation<Map> _response = null;
    if (response instanceof JacksonRepresentation) {
        _response = (JacksonRepresentation<Map>) response;
    } else if (response instanceof EmptyRepresentation == false) {
        _response = new JacksonRepresentation<Map>(response, Map.class);
    }
}"
29,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,"patch__(String id, String rev, Patch patch)","public void patch(String id, String rev, Patch patch) throws ObjectSetException {
    //To change body of implemented methods use File | Settings | File Templates.
}"
30,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,"query__(String id, Map<String, Object> params)","public Map<String, Object> query(String id, Map<String, Object> params) throws ObjectSetException {
    //TODO fix URL and response
    Reference reference = getReference(id);
    if (params.get(""_query-id"") == null) {
        throw new BadRequestException(""Required _query-id parameter is missing"");
    }
    for (Map.Entry<String, Object> entry : params.entrySet()) {
        if (entry.getValue() instanceof String) {
            reference.addQueryParameter(entry.getKey(), (String) entry.getValue());
        }
    }
    clientResource.setReference(reference);
    Representation response = clientResource.get();
    JacksonRepresentation<Map> _response = null;
    if (response instanceof JacksonRepresentation) {
        _response = (JacksonRepresentation<Map>) response;
    } else if (response instanceof EmptyRepresentation == false) {
        _response = new JacksonRepresentation<Map>(response, Map.class);
    }
    return _response == null ? null : _response.getObject();
}"
31,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,"action__(String id, Map<String, Object> params)","public Map<String, Object> action(String id, Map<String, Object> params) throws ObjectSetException {
    //TODO fix URL and response
    clientResource.setReference(getReference(id));
    JacksonRepresentation entity = new JacksonRepresentation(params);
    Representation response = clientResource.post(entity);
    JacksonRepresentation<Map> _response = null;
    if (response instanceof JacksonRepresentation) {
        _response = (JacksonRepresentation<Map>) response;
    } else if (response instanceof EmptyRepresentation == false) {
        _response = new JacksonRepresentation<Map>(response, Map.class);
    }
    return _response == null ? null : _response.getObject();
}"
32,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/impl/RemoteObjectSetRouterService.java,RemoteObjectSetRouterService,getReference__(String id),"private Reference getReference(String id) {
    return new Reference(openidmUri.resolve(id));
}"
33,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/FelixGogoCommandsServiceGenerator.java,FelixGogoCommandsServiceGenerator,"generate__(CustomCommandScope service, Map<String, String> commands, String suffix)","public static Object generate(CustomCommandScope service, Map<String, String> commands, String suffix) throws Exception {
    // generate class with unique name
    //javassist.CtClass ctClass = POOL.makeClass(AbstractFelixCommandsService.class.getName() + suffix);

    try {
        ClassWriter cw = new ClassWriter(0);
        MethodVisitor mv;
        AnnotationVisitor av0;
        String className = AbstractFelixCommandsService.class.getName().replace('.', '/') + suffix;
        cw.visit(V1_5, ACC_PUBLIC + ACC_SUPER, className, null, AbstractFelixCommandsService.class.getName().replace('.', '/'), null);

        //cw.visitSource(""AbstractFelixCommandsServiceSample.java"", null);

        {
            mv = cw.visitMethod(ACC_PUBLIC, ""<init>"", ""(Ljava/lang/Object;)V"", null, null);
            mv.visitCode();
            Label l0 = new Label();
            mv.visitLabel(l0);
            mv.visitLineNumber(10, l0);
            mv.visitVarInsn(ALOAD, 0);
            mv.visitVarInsn(ALOAD, 1);
            mv.visitMethodInsn(INVOKESPECIAL, AbstractFelixCommandsService.class.getName().replace('.', '/'), ""<init>"", ""(Ljava/lang/Object;)V"");
            Label l1 = new Label();
            mv.visitLabel(l1);
            mv.visitLineNumber(11, l1);
            mv.visitInsn(RETURN);
            Label l2 = new Label();
            mv.visitLabel(l2);
            mv.visitLocalVariable(""this"", ""L"" + className + "";"", null, l0, l2, 0);
            mv.visitLocalVariable(""service"", ""Ljava/lang/Object;"", null, l0, l2, 1);
            mv.visitMaxs(2, 2);
            mv.visitEnd();
        }

        /*javassist.bytecode.ClassFile ccFile = ctClass.getClassFile();
        ccFile.setVersionToJava5();
        javassist.bytecode.ConstPool constPool = ccFile.getConstPool();

        // set superclass
        javassist.CtClass abstractCtClass = POOL.getCtClass(AbstractFelixCommandsService.class.getName());
        ctClass.setSuperclass(abstractCtClass);

        // add constructor
        javassist.CtClass serviceCtClass = POOL.getCtClass(Object.class.getName());
        javassist.CtConstructor ctConstructor = new javassist.CtConstructor(new javassist.CtClass[]{serviceCtClass}, ctClass);
        ctConstructor.setModifiers(javassist.Modifier.PUBLIC);
        ctConstructor.setBody(""super($1);"");
        ctClass.addConstructor(ctConstructor);

        // add method for each command
        javassist.CtClass sessionCtClass = POOL.getCtClass(CommandSession.class.getName());
        javassist.CtClass stringArrayCtClass = POOL.getCtClass(String[].class.getName());*/
        Set<String> names = commands.keySet();
        for (String name : names) {
            if (isMethodAvailable(service, name)) {
                mv = cw.visitMethod(ACC_PUBLIC, name, ""(Lorg/apache/felix/service/command/CommandSession;[Ljava/lang/String;)V"", null, null);
                {
                    av0 = mv.visitAnnotation(""Lorg/apache/felix/service/command/Descriptor;"", true);
                    av0.visit(""value"", commands.get(name));
                    av0.visitEnd();
                }
                mv.visitCode();
                Label l0 = new Label();
                mv.visitLabel(l0);
                mv.visitLineNumber(15, l0);
                mv.visitVarInsn(ALOAD, 0);
                mv.visitLdcInsn(name);
                mv.visitVarInsn(ALOAD, 1);
                mv.visitVarInsn(ALOAD, 2);
                mv.visitMethodInsn(INVOKEVIRTUAL, className, ""runCommand"", ""(Ljava/lang/String;Lorg/apache/felix/service/command/CommandSession;[Ljava/lang/String;)V"");
                Label l1 = new Label();
                mv.visitLabel(l1);
                mv.visitLineNumber(16, l1);
                mv.visitInsn(RETURN);
                Label l2 = new Label();
                mv.visitLabel(l2);
                mv.visitLocalVariable(""this"", ""L"" + className + "";"", null, l0, l2, 0);
                mv.visitLocalVariable(""session"", ""Lorg/apache/felix/service/command/CommandSession;"", null, l0, l2, 1);
                mv.visitLocalVariable(""args"", ""[Ljava/lang/String;"", null, l0, l2, 2);
                mv.visitMaxs(4, 3);
                mv.visitEnd();

                /*javassist.CtMethod ctMethod = new javassist.CtMethod(javassist.CtClass.voidType, name, new javassist.CtClass[]{
                        sessionCtClass, stringArrayCtClass
                }, ctClass);
                ctMethod.setModifiers(javassist.Modifier.PUBLIC);
                ctMethod.setBody(""runCommand(\"""" + name + ""\"", $1, $2);"");
                ctClass.addMethod(ctMethod);

                // add GoGo descriptor for this shell command
                javassist.bytecode.AnnotationsAttribute annotationsAttribute = new javassist.bytecode.AnnotationsAttribute(constPool, javassist.bytecode.AnnotationsAttribute.visibleTag);
                javassist.bytecode.annotation.Annotation annotation = new javassist.bytecode.annotation.Annotation(Descriptor.class.getName(), constPool);
                annotation.addMemberValue(""value"", new javassist.bytecode.annotation.StringMemberValue(commands.get(name), constPool));
                annotationsAttribute.addAnnotation(annotation);
                ctMethod.getMethodInfo().addAttribute(annotationsAttribute);*/
            }
        }

        cw.visitEnd();
        // create new instance
        /*Class<?> aClass = ctClass.toClass(FelixGogoCommandsServiceGenerator.class.getClassLoader(), null);
        */
        Class<?> aClass = classLoader.defineClass(className, cw.toByteArray());
        Constructor<?> constructor = aClass.getConstructor(Object.class);
        return constructor.newInstance(service);
    } catch (Exception e) {
        //ctClass.detach();
        throw e;
    }
}"
34,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/FelixGogoCommandsServiceGenerator.java,FelixGogoCommandsServiceGenerator,"isMethodAvailable__(CustomCommandScope commandsProvider, String methodName)","private static boolean isMethodAvailable(CustomCommandScope commandsProvider, String methodName) {
    return null != Main.findCommandMethod(commandsProvider.getClass(), methodName);
}"
35,ForgeRock_openidm-community-edition__43689602ee8a67deb29ea8412c48410dcaa6b30a__43689602ee8a67deb29ea8412c48410dcaa6b30a,openidm-shell/src/main/java/org/forgerock/openidm/shell/felixgogo/FelixGogoCommandsServiceGenerator.java,FelixGogoCommandsServiceGenerator.StubClassLoader,"defineClass__(String name, byte[] b)","public Class defineClass(String name, byte[] b) {
    return defineClass(name.replace('/', '.'), b, 0, b.length);
}"
